"y","z[0]","z[1]","z[2]","z[3]","z[4]","z[5]","z[6]","z[7]","z[8]","z[9]","z[10]","z[11]","z[12]","z[13]","z[14]","z[15]","z[16]","z[17]","z[18]","z[19]","z[20]","z[21]","z[22]","z[23]","z[24]","z[25]","z[26]","z[27]","z[28]","z[29]","z[30]","z[31]","z[32]","z[33]","z[34]","z[35]","z[36]","z[37]","z[38]","z[39]","z[40]","z[41]","z[42]","z[43]","z[44]","z[45]","z[46]","z[47]","z[48]","z[49]","z[50]","z[51]","z[52]","z[53]"
"STRADA","0.42851557409096835","0.2964942004431122","0.4115730483513619","0.42812459272774656","0.3998436074547113","0.3855076241365828","0.47139319692427994","0.23282940179851427","0.30724618793170855","0.3037273556627134","0.7536817411703375","0.8017724488466049","0.48299231069985665","0.4350319301446631","0.2791606933402841","0.3506451192493158","0.332920630783266","0.2534862504887267","0.3681741170337547","0.29675485468525997","0.39971328033363746","0.3007949954385507","0.6517007689300144","0.6054998045093184","0.5597549850123811","0.4350319301446631","0.3133715626221817","0.4365958555975498","0.2994917242278118","0.4090968330509579","0.4560145966375603","0.22807246187931707","0.1400364915939007","0.2420174638342239","0.3775576697510752","0.16688387853512315","0.4498240583865502","0.29453929362700376","0.11416655806073243","0.6899517789652025","0.5207220122507493","0.13860289326208786","0.5284764759546461","0.45536296103219076","0.3806203570963117","0.38628958686302617","0.38433468004691773","0.6393848559885312","0.25869933533168255","1.0","0.49302749902254656","0.5714192623484947","0.43366349537338716","0.2185585820409227"
"GRK6","0.18641221374045802","0.19358778625954198","0.14305343511450383","0.24106870229007632","0.22442748091603051","0.2221374045801527","0.2538931297709924","0.11854961832061069","0.18687022900763356","0.11732824427480917","0.1998473282442748","0.20671755725190838","0.22610687022900763","0.22916030534351145","0.13053435114503817","0.146793893129771","0.15106870229007632","0.1016793893129771","0.11603053435114503","0.11908396946564885","0.20259541984732823","0.23442748091603055","0.7643511450381679","0.20244274809160304","0.210381679389313","0.25572519083969464","0.2722900763358779","0.266412213740458","0.26732824427480917","0.26793893129770996","0.2670229007633588","0.08793893129770992","0.08213740458015267","0.09251908396946565","0.14465648854961832","0.08152671755725191","0.4033587786259542","0.2364885496183206","0.12595419847328243","0.2029007633587786","0.18167938931297709","0.07557251908396947","0.2036641221374046","0.2717557251908397","0.2303053435114504","0.2401526717557252","0.3563358778625954","0.9546564885496184","0.16534351145038167","0.5421374045801527","0.18595419847328243","0.2881679389312977","0.22366412213740458","1.0"
"CAMKK1","0.09102815979043877","0.08431565160445319","0.14309102815979044","0.06974459724950884","0.07154551407989522","0.22134905042567124","0.21250818598559268","0.23043549443352979","0.4545677799607073","0.4408153241650295","0.9397511460379829","0.8914538310412574","1.0","0.9792075965946301","0.23772102161100198","0.14906679764243616","0.5123608382449247","0.32662082514734775","0.0388015717092338","0.0776031434184676","0.0893909626719057","0.08276031434184676","0.03061558611656844","0.22838899803536344","0.21381794368041915","0.1555337262606418","0.09954158480681075","0.09266535690897185","0.08726260641781271","0.09086444007858546","0.14751146037982973","0.043713163064833006","0.022593320235756383","0.0343811394891945","0.04846103470857891","0.005730189914865749","0.09332023575638508","0.1475933202357564","0.020301244269810087","0.06663392272429601","0.12180746561886052","0.07170923379174853","0.4400785854616896","0.13130320890635233","0.20407662082514735","0.2382121807465619","0.10690897184020957","0.14963981663392273","0.03814669286182056","0.2131630648330059","0.13916175507531106","0.27619515389652916","0.21504584151931894","0.08611656843483956"
"CLK1","0.7059017474447741","0.5829212001318826","0.3493241015496208","0.641279261457303","0.6374876360039564","0.7675568743818002","0.6155621496867787","0.2594625783053082","0.22607978898780082","0.25738542696999667","0.6488625123639961","0.5786350148367952","0.25426969996702936","0.24503791625453344","0.30217606330365976","0.3557533794922519","0.2633201450708869","0.2477415100560501","0.5614902736564458","0.3600395647873393","0.7161226508407517","0.21056709528519618","0.27568414111440814","0.6257830530827564","0.7357401912298054","0.5766567754698319","0.41394658753709196","0.6643587207385426","0.3870755028025058","0.6119353775140125","0.8315199472469501","0.32772832179360367","0.17487636003956478","0.34817012858555885","0.47593142103527863","0.27133201450708866","0.8102538740520936","0.4599406528189911","0.20507748104187273","1.0","0.9091658424002638","0.28636663369601056","0.7428288822947576","0.7164523574019123","0.5339597757995383","0.506429277942631","0.530827563468513","0.8671282558522915","0.3659742828882295","0.26666666666666666","0.8661391361688097","0.7853610286844708","0.7270029673590505","0.15654467523903723"
"CLK2","0.4386792452830189","0.4006603773584906","0.6103301886792453","0.419622641509434","0.45004716981132076","0.35924528301886793","0.5402830188679245","0.10764150943396227","0.12509433962264152","0.14235849056603772","0.5927358490566037","0.7414150943396227","0.2330188679245283","0.16150943396226417","0.12292452830188678","0.1387264150943396","0.13839622641509433","0.12018867924528302","0.1531132075471698","0.12330188679245284","0.5002830188679246","0.4454716981132075","0.6034905660377359","0.7012264150943396","0.8223584905660377","0.4491509433962264","0.45514150943396225","0.475188679245283","0.43056603773584906","0.4309433962264151","0.6518867924528301","0.1729245283018868","0.1344811320754717","0.3724528301886792","0.4894811320754717","0.2733018867924528","0.5271698113207547","0.4999056603773585","0.12103773584905661","0.5709433962264151","0.7521226415094339","0.25339622641509435","0.864622641509434","0.7351886792452831","0.4249056603773585","0.4252830188679245","0.620754716981132","0.9365094339622642","0.3831132075471698","0.42698113207547167","1.0","0.7935377358490565","0.5490566037735849","0.1099056603773585"
"CLK3","0.5166666666666667","0.41574074074074074","0.34276094276094277","0.5373316498316498","0.4856902356902357","0.5611111111111111","0.5523569023569024","0.17693602693602695","0.18371212121212124","0.22352693602693602","0.6328282828282829","0.6697811447811447","0.25563973063973067","0.22685185185185186","0.1828282828282828","0.24305555555555555","0.21847643097643096","0.20572390572390575","0.3207070707070707","0.2234848484848485","0.5203703703703704","0.3449074074074074","0.6811868686868688","0.7001683501683502","0.6802188552188553","0.551936026936027","0.4970959595959596","0.5036195286195286","0.4633838383838384","0.4919191919191919","0.6255050505050506","0.2627946127946128","0.1843013468013468","0.30934343434343436","0.4177609427609428","0.21228956228956228","0.6688131313131315","0.5954124579124579","0.2992424242424242","0.6625420875420875","0.6604377104377105","0.15122053872053873","0.6835858585858585","0.6865319865319865","0.5882575757575759","0.6210437710437711","0.5136363636363637","0.7324915824915825","0.3683501683501683","1.0","0.7687710437710438","0.6733164983164984","0.6229377104377104","0.41708754208754206"
"MATK","0.04887854422344478","0.038298772746508676","0.01618705035971223","0.023698688108336863","0.026132035548032163","0.005924672027084216","0.013965298349555651","0.5157638595006349","0.7593101988997037","0.45524756665256033","0.05713076597545494","0.06284384257300044","0.899492170969107","1.0","0.6239949217096911","0.2692551840880237","0.5299407532797292","0.3990689801100296","0.05141768937790944","0.11891663140076175","0.025603046974185358","0.002962336013542108","0.016927634363097757","0.02137113838341092","0.023804485823106222","0.008675412611087601","0.031845112145577656","0.013965298349555651","0.029834955564959798","0.014600084638171815","0.03935674989420229","0.009944985188319933","0.005501481168006772","0.02581464240372408","0.015129073212018623","0.021794329242488364","0.20704612780363946","0.02581464240372408","0.0025391451544646637","0.02031316123571731","0.0073000423190859075","0.00761743546339399","0.057553956834532384","0.02581464240372408","0.03152771900126957","0.023063901819720695","0.09162082099026661","0.28374947101142617","0.01840880236986881","0.08400338552687263","0.031739314430808296","0.01809140922556073","0.02137113838341092","0.16927634363097757"
"EPHA8","0.0","0.002564102564102564","0.030769230769230767","0.015384615384615384","0.03333333333333333","0.005128205128205128","0.002564102564102564","0.12435897435897436","0.31666666666666665","0.16538461538461538","0.24358974358974358","0.3282051282051282","0.2794871794871795","0.28461538461538466","0.10512820512820513","0.44743589743589746","0.21025641025641026","0.12307692307692307","0.05128205128205129","0.24102564102564103","0.002564102564102564","0.0","0.002564102564102564","0.002564102564102564","0.001282051282051282","0.0","0.001282051282051282","0.007692307692307692","0.005128205128205128","0.007692307692307692","0.007692307692307692","0.0","0.002564102564102564","0.005128205128205128","0.0","0.0","0.0","0.0","0.002564102564102564","0.002564102564102564","0.002564102564102564","0.16794871794871796","0.3538461538461538","0.007692307692307692","0.01794871794871795","0.025641025641025644","0.005128205128205128","1.0","0.002564102564102564","0.735897435897436","0.005128205128205128","0.002564102564102564","0.0","0.0"
"EPHA7","0.007320644216691069","0.0014641288433382138","0.001171303074670571","0.0049780380673499275","0.007027818448023426","0.007906295754026356","0.17628111273792094","0.02225475841874085","0.038213762811127386","0.08096632503660323","0.2134699853587116","0.191800878477306","0.03279648609077599","0.05212298682284041","0.03923865300146413","0.031185944363103953","0.12064421669106883","0.05505124450951684","0.01376281112737921","0.017276720351390922","0.007320644216691069","0.00029282576866764275","0.00029282576866764275","0.05446559297218156","0.036603221083455345","0.5481698389458273","0.22020497803806735","0.568081991215227","0.0029282576866764276","1.0","0.014348462664714495","0.04948755490483162","0.010541727672035138","0.029868228404099563","0.030600292825768666","0.0005856515373352855","0.005270863836017569","0.048169838945827236","0.0014641288433382138","0.016105417276720352","0.017423133235724742","0.0008784773060029283","0.032210834553440704","0.1265007320644217","0.005563689604685213","0.005856515373352855","0.01786237188872621","0.07027818448023426","0.02020497803806735","0.025768667642752565","0.0026354319180087846","0.007906295754026356","0.0445095168374817","0.0"
"EPHA5","0.009389671361502348","0.011737089201877935","0.002347417840375587","0.014084507042253521","0.018779342723004695","0.018779342723004695","0.030516431924882632","0.363849765258216","0.4812206572769953","0.10563380281690142","0.08920187793427231","0.15258215962441316","0.4647887323943662","1.0","0.5492957746478874","0.3967136150234742","0.061032863849765265","0.056338028169014086","0.08215962441314553","0.17605633802816903","0.007042253521126761","0.004694835680751174","0.0","0.16431924882629106","0.08685446009389672","0.03286384976525822","0.014084507042253521","0.02112676056338028","0.002347417840375587","0.01643192488262911","0.007042253521126761","0.028169014084507043","0.002347417840375587","0.002347417840375587","0.005868544600938968","0.0","0.007042253521126761","0.056338028169014086","0.0","0.2511737089201878","0.0727699530516432","0.0","0.15258215962441316","0.09624413145539906","0.011737089201877935","0.014084507042253521","0.007042253521126761","0.009389671361502348","0.039906103286384983","0.17840375586854462","0.15258215962441316","0.02112676056338028","0.09507042253521128","0.0"
"EPHA4","0.2737916541579105","0.19633743620534372","0.04983488441909336","0.3209246472530771","0.17322125487841486","0.17982587811468026","0.16391474031822276","0.1754728309816872","0.45226658661062746","0.3188231762233564","0.7427199039327528","0.5770039027319123","0.7571299909936955","1.0","0.3230261182827979","0.15505854097868507","0.20954668267787452","0.16901831281897325","0.06304413089162414","0.06364455118583008","0.22305613929750823","0.18462924046832782","0.005403782647853497","0.2074452116481537","0.16781747223056137","0.32212548784148903","0.15535875112578806","0.20054037826478532","0.13269288501951365","0.15400780546382467","0.4004803362353647","0.32422695887120984","0.0774542179525668","0.0504353047132993","0.14440108075652958","0.010807565295706993","0.11302912038426897","0.13059141398979285","0.04953467427199039","0.15941158811167816","0.2773941759231462","0.014109876913839687","0.035725007505253675","0.20294205944160912","0.45226658661062746","0.4506154308015611","0.08676073251275893","0.09246472530771539","0.06694686280396277","0.4716301410987691","0.41579105373761627","0.3644551185830081","0.23806664665265684","0.008405884118883218"
"ILK","0.2662437524029219","0.223760092272203","0.17511534025374853","0.9247404844290656","0.6522491349480968","0.9421376393694733","0.5132641291810841","0.0738946559015763","0.0847270280661284","0.07622068435217223","0.1511341791618608","0.16009227220299885","0.11013071895424835","0.10042291426374471","0.06962706651287966","0.081478277585544","0.07446174548250672","0.06897347174163783","0.09244521337946943","0.0796232218377547","0.2425990003844675","0.29248366013071886","0.1475586312956555","0.46808919646289887","0.4340638216070742","1.0","0.3593810073048827","0.7472126105344098","0.12964244521337945","0.7937331795463283","0.5105728565936178","0.186236063052672","0.17662437524029218","0.13321799307958476","0.1774413687043445","0.060101883890811225","0.3242022299115724","0.16089004229142634","0.09371395617070356","0.35236447520184544","0.27085736255286424","0.0983179546328335","0.16045751633986927","0.40330642060745864","0.12958477508650518","0.15311418685121106","0.19473279507881583","0.26009227220299885","0.1595347943098808","0.13808150711264897","0.2481737793156478","0.8390042291426374","0.2998846597462514","0.09096501345636293"
"RET","0.1410488245931284","0.16817359855334538","0.21428571428571427","0.027124773960216998","0.06329113924050632","0.019891500904159132","0.09403254972875226","0.10307414104882458","0.30922242314647375","0.08318264014466546","0.4141048824593128","0.5858951175406871","0.4502712477396022","0.6455696202531644","0.10669077757685351","0.5931283905967449","0.11754068716094032","0.0705244122965642","0.09584086799276673","1.0","0.13562386980108498","0.010849909584086798","0.005424954792043399","0.1826401446654611","0.2088607594936709","0.5370705244122965","0.2730560578661844","0.23688969258589512","0.03616636528028933","0.2531645569620253","0.11934900542495479","0.034358047016274866","0.05063291139240506","0.08679927667269438","0.10397830018083182","0.13743218806509946","0.07233273056057866","0.11392405063291139","0.06329113924050632","0.06509945750452079","0.08589511754068715","0.07142857142857142","0.72875226039783","0.20795660036166363","0.09764918625678119","0.0922242314647378","0.15009041591320071","0.028933092224231464","0.2332730560578662","0.6347197106690777","0.12296564195298373","0.13019891500904157","0.1871609403254973","0.012658227848101266"
"SCYL1","0.6158434741111907","0.5615604867573372","0.7882963493199713","0.7997494631352899","0.6954784061083275","0.7430207587687904","0.7134335480792174","0.36411357671200195","0.46570031018849917","0.4033643521832499","0.8128131710808876","0.848365545215939","0.651395848246242","0.6340968742543546","0.4292531615366261","0.41839656406585546","0.3986518730613219","0.36423287998091153","0.33560009544261515","0.3488427582915772","0.6009305654974947","0.7080649009782868","0.5260677642567406","0.8830827964686233","0.8870198043426389","0.675972321641613","0.540921021235982","0.7272727272727273","0.4774516821760917","0.7098544500119304","0.7715342400381772","0.3836793128131711","0.32134335480792175","0.40801717967072304","0.548914340252923","0.48144834168456224","0.7363994273443092","0.6391076115485564","0.6235981865903126","0.8175853018372704","0.8088761632068721","0.33935814841326656","0.8242662848962062","0.8015986638033883","0.5542233357193987","0.5888809353376283","0.5733715103793845","0.7399188737771416","0.4832975423526605","1.0","0.9169649248389407","0.8649486995943689","0.6215103793843951","0.26819374850870914"
"TNIK","0.069164265129683","0.06609029779058598","0.18136407300672433","0.15734870317002886","0.16714697406340057","0.20672430355427474","0.29625360230547554","0.47050912584053795","0.5223823246878002","0.7707973102785782","0.39039385206532184","0.4549471661863593","0.565225744476465","0.5310278578290106","0.35926993275696445","0.464745437079731","0.6459173871277619","0.5583093179634967","0.24438040345821327","0.28933717579250723","0.08069164265129684","0.07780979827089338","1.0","0.0803073967339097","0.062439961575408265","0.3143131604226705","0.2862632084534102","0.45878962536023055","0.08453410182516811","0.5037463976945245","0.17867435158501443","0.17137367915465898","0.18559077809798272","0.1133525456292027","0.07704130643611912","0.060710854947166194","0.44610951008645533","0.06781940441882806","0.3412103746397695","0.17214217098943327","0.0553314121037464","0.06320845341018252","0.44380403458213263","0.15907780979827088","0.04764649375600385","0.04687800192122959","0.4157540826128723","0.13756003842459175","0.1325648414985591","0.7900096061479347","0.35965417867435157","0.2080691642651297","0.11681075888568684","0.04879923150816523"
"MAPK10","0.08057666517657577","0.17847563701385785","0.14276933392936966","0.10309566383549397","0.09331694233348235","0.029280286097451945","0.22373714796602592","0.38472284309342863","0.6119244523915959","0.38896960214573084","0.44400983459991056","0.38924899418864545","0.8081135449262404","1.0","0.33560572194903887","0.4271904336164506","0.4352369244523916","0.28386231560125164","0.3276709879302637","0.3957308895842646","0.08214126061689762","0.006928922664282521","0.0006705409029950826","0.31638354939651314","0.3329794367456415","0.0773357174787662","0.04682610639248994","0.08649977648636567","0.025480554313813138","0.0481671881984801","0.18082253017434063","0.04425569959767545","0.009499329459097004","0.1276262852033974","0.16065042467590523","0.007152436298614216","0.08074430040232454","0.014193115780062583","0.004023245417970496","0.09789897183728206","0.1584711667411712","0.021680822530174337","0.43115780062583814","0.342087617344658","0.011566830576665178","0.012181493071077337","0.051072865444792136","0.06034868126955745","0.03699150648189539","0.3463343763969602","0.21647295485024587","0.3771233795261511","0.30710773357174787","0.0005587840858292356"
"MAPK11","0.34314783412979805","0.3724371820564205","0.07908123940188068","0.09742562047171266","0.1741945429320179","0.0726067519654694","0.15492523508555572","0.3043779867427162","0.5489440419300138","0.3946354246955449","0.8982580545706798","1.0","0.7974410359179898","0.7003237243718206","0.24880530291351935","0.24179127485740712","0.3870818560197317","0.34731000462463385","0.0897178973331278","0.15415446277169723","0.3514721751194697","0.10266687220595036","0.10752273778325881","0.2862648373670418","0.3163249576075227","0.10081701865269","0.07877293047633728","0.2059503622629875","0.10482503468475411","0.20810852474179126","0.31462925851703405","0.09295514105133343","0.08478495452443348","0.1347310004624634","0.24957607522737785","0.026206258671188528","0.2700786187760135","0.10189609989209186","0.04331740403884692","0.2609835054724834","0.1902266070602744","0.031909973793741324","0.46261754277786343","0.2932017881917681","0.09680900262062586","0.09557576691845228","0.11330353013719746","0.23261908432249112","0.10744566055187296","0.12902728533991056","0.20502543548635732","0.3489286264837366","0.18382919685524896","0.008170186526899954"
"MAPK13","0.06984837186179468","0.0966940094456873","0.654983842903306","0.05779269202087995","0.05294556301267711","0.030822769077802636","0.09184688043748447","0.017524235645041016","0.04070345513298534","0.025354213273676363","0.09010688540889884","0.11471538652746707","0.08811831966194383","0.09122545364156102","0.014168530947054437","0.032562764106388274","0.035110613969674374","0.018767089236887895","0.010688540889883172","0.010439970171513796","0.17735520755654985","0.14709172259507833","0.0587248322147651","0.11210539398458862","0.1360924683072334","0.05257270693512305","0.43350733283619186","0.06226696495152871","1.0","0.05804126273924932","0.12403678846631869","0.018145662440964456","0.007332836191896595","0.12689535172756652","0.16219239373601793","0.02945563012677107","0.38845389013174253","0.5139821029082775","0.006711409395973155","0.06574695500869998","0.07109122545364156","0.2326000497141437","0.48856574695500876","0.2289336316181954","0.8054312701963711","0.8278647775292071","0.4205816554809844","0.22520507084265476","0.180089485458613","0.6757394978871489","0.28685060899826","0.07774049217002238","0.513733532189908","0.1697738006462839"
"ABL1","0.4952865965976812","0.4561707660634955","0.2378372521399935","0.5282262433633113","0.4748618485209665","0.677104778415863","0.7077689890562356","0.11767255390616534","0.11360927511106295","0.13235453461913532","0.15191244988622818","0.1835518474374255","0.15050384657059268","0.1207064687398418","0.1324087116697367","0.14849929569834217","0.12839960992523566","0.1200563441326254","0.25701592805287676","0.14681980712969986","0.4595297432007801","0.5559648932712103","0.21047784158630403","0.6572759778957633","0.7329613175858706","1.0","0.5315310434499946","0.7921768338931628","0.25289847220717304","0.7505688590313142","0.647740816989923","0.19048650991440022","0.11962292772781448","0.14248564308159065","0.20045508722505145","0.07075522808538302","0.39083324303824896","0.3029580669628345","0.14151045617076605","0.474049192761946","0.5759020478925126","0.09145086141510456","0.37262975403619025","0.43731715245422037","0.2935854372087983","0.34402427131866936","0.36818723588687824","0.2368620652291689","0.24845595405786108","0.28204572543070755","0.5750352150828909","0.809838552389208","0.4352584245313685","0.019395384115288763"
"FLT1","0.5462783171521035","0.6865156418554477","0.10539374325782092","0.1163969795037756","0.24217907227615967","0.1587918015102481","0.2002157497303128","0.17475728155339804","0.18047464940668825","0.2374325782092772","0.219848975188781","0.20884573894282632","0.19395900755124057","0.2209277238403452","0.23042071197411002","0.2243797195253506","0.15296655879180152","0.22286947141316074","0.28069039913700106","0.31024811218985976","0.47982740021574966","0.07108953613807982","0.054153182308522105","0.24573894282632147","0.29180151024811213","0.14023732470334413","0.11607335490830636","0.18597626752966556","0.06558791801510248","0.19935275080906148","0.26688241639697946","0.28694714131607335","0.27249190938511325","0.30895361380798275","0.23851132686084142","0.041316073354908306","0.4791801510248112","0.12491909385113269","0.1650485436893204","0.268824163969795","0.06645091693635383","0.055124056094929874","0.15620280474649406","0.2563106796116505","0.09212513484358144","0.10204962243797196","0.14822006472491908","0.17518878101402371","0.12125134843581445","0.42545846817691474","1.0","0.3803667745415318","0.16332254584681768","0.004746494066882417"
"CDKL5","0.2531328320802005","0.17293233082706766","0.13408521303258145","0.6616541353383458","0.35526315789473684","0.5488721804511277","0.3320802005012531","0.29135338345864664","0.557644110275689","0.5388471177944861","0.3997493734335839","0.3057644110275689","0.6829573934837092","1.0","0.3007518796992481","0.26315789473684204","0.5131578947368421","0.3796992481203007","0.3659147869674185","0.15914786967418545","0.2506265664160401","0.19548872180451127","0.15977443609022554","0.49874686716791977","0.381578947368421","0.23433583959899748","0.13533834586466165","0.2656641604010025","0.3233082706766917","0.22180451127819548","0.22305764411027568","0.26190476190476186","0.17919799498746866","0.11528822055137844","0.14661654135338345","0.05137844611528822","0.6196741854636592","0.24937343358395989","0.08897243107769423","0.3684210526315789","0.38533834586466165","0.09022556390977443","0.21177944862155387","0.35213032581453635","0.21428571428571427","0.22556390977443608","0.09899749373433583","0.09774436090225563","0.15037593984962405","0.8295739348370927","0.2882205513784461","0.41353383458646614","0.43796992481203006","0.046365914786967416"
"MARK4","0.2514764717088969","0.23795008573061535","0.2094684701847971","0.3154886645075252","0.26690798247285197","0.3554962850066679","0.3594970470565822","0.331586968946466","0.5012383311106877","0.5040007620499142","0.5248618784530387","0.5530577252810059","0.6084968565441037","0.5991617450943036","0.43836921318346356","0.35749666603162505","0.5129548485425794","0.45589636121165933","0.17527148028195844","0.22366164983806439","0.25852543341588874","0.3050104781863212","0.19432272813869306","0.37511907029910463","0.36759382739569446","0.3273004381787007","0.17803391122118495","0.3274909506572681","0.24404648504477044","0.3370165745856354","0.34520861116403123","0.18727376643170127","0.11983234901886074","0.1594589445608687","0.16288816917508098","0.1527910078110116","0.3051057344256049","0.2303295865879215","0.2331872737664317","0.29072204229377024","0.4235092398552105","0.10535340064774242","0.3577824347494761","0.3347304248428272","0.4718041531720328","0.48028195846827965","0.1543151076395504","0.21775576300247665","0.17603353019622786","1.0","0.3004381787007049","0.3685463897885311","0.3385406744141741","0.11411697466184036"
"MAPK6","0.22105109061630798","0.23481188698580002","0.14404918752744839","0.20480163958424827","0.18767383984775288","0.20114185331576637","0.25267164397599184","0.1731810862245645","0.23100570926657885","0.23203044942175377","0.8221343873517786","0.39672083150344023","0.1906016688625384","0.360122968818621","0.15693163519250475","0.24242424242424246","0.2715561411213585","0.21636656419265113","0.24096032791684965","0.16366564192651148","0.22954179475918604","0.6199677938808373","1.0","0.3071292636510028","0.27506953593910116","0.19997072170985214","0.22661396574440051","0.16893573415312543","0.6731078904991947","0.15634606938954765","0.19616454399063094","0.10832967354706485","0.06426584687454254","0.13790074659639875","0.13790074659639875","0.2277850973503147","0.26379739423217685","0.38705899575464786","0.30683648074952424","0.20494803103498754","0.1799150929585712","0.07626994583516322","0.25735617039964864","0.19587176108915239","0.6189430537256624","0.5234958278436539","0.2758014931927975","0.1566388522910262","0.16249451032059728","0.6543697848045674","0.2670180061484409","0.3103498755672669","0.6530522617479139","0.02576489533011272"
"MARK1","0.544041450777202","0.3644214162348877","0.12867012089810018","0.5310880829015544","0.6446459412780656","0.8894645941278067","0.4378238341968912","0.2750431778929188","0.4887737478411054","0.31044905008635576","1.0","0.7892918825561313","0.5094991364421416","0.8100172711571676","0.29533678756476683","0.4632987910189983","0.4304835924006908","0.231433506044905","0.3160621761658031","0.3031088082901554","0.3842832469775475","0.044041450777202076","0.009499136442141624","0.4110535405872193","0.4067357512953368","0.45768566493955093","0.2266839378238342","0.5094991364421416","0.3393782383419689","0.5138169257340242","0.38687392055267705","0.3592400690846287","0.22322970639032816","0.08635578583765112","0.16623488773747838","0.011226252158894647","0.2694300518134715","0.2819516407599309","0.08549222797927461","0.4775474956822107","0.133419689119171","0.031088082901554404","0.6563039723661485","0.2711571675302245","0.16882556131260795","0.20725388601036268","0.17271157167530224","0.10880829015544041","0.1252158894645941","0.8264248704663213","0.4404145077720207","0.4175302245250432","0.4654576856649396","0.0008635578583765112"
"MAPK9","0.1741659350307287","0.14442493415276558","0.17948858647936783","0.20445566286215977","0.18914618086040386","0.22519754170324846","0.20083406496927128","0.19660886742756803","0.34152765583845474","0.2269534679543459","1.0","0.7341966637401229","0.35568481123792794","0.5916374012291483","0.20138279192273925","0.26481562774363476","0.26958955223880593","0.17723880597014924","0.2198200175592625","0.17800702370500437","0.15155838454784898","0.2185579455662862","0.203852063213345","0.14585162423178225","0.16527655838454783","0.1946883230904302","0.14952809482001755","0.16878841088674276","0.11007462686567163","0.1873353819139596","0.15463125548726953","0.1055750658472344","0.08587576821773485","0.08790605794556627","0.10722124670763827","0.05624451273046532","0.18563432835820895","0.14705882352941177","0.13882791922739246","0.17734855136084285","0.1285118525021949","0.11040386303775242","0.17658033362598768","0.15978928884986832","0.10113037752414399","0.11106233538191394","0.1405838454784899","0.13125548726953468","0.1166593503072871","0.17515364354697102","0.20511413520632135","0.16741659350307286","0.14349209833187004","0.018327480245829673"
"SRC","0.2546058091286307","0.21145228215767636","0.550207468879668","0.7827385892116182","0.35477178423236516","0.41311203319502077","0.9938589211618257","0.12232365145228216","0.17219917012448133","0.14854771784232365","0.25809128630705397","0.26639004149377593","0.24149377593360996","0.2355186721991701","0.1216597510373444","0.19253112033195022","0.1971784232365145","0.1175103734439834","0.056763485477178424","0.07352697095435684","0.28282157676348546","0.2559336099585062","0.6784232365145229","0.8801659751037345","0.8370954356846474","0.7183402489626556","0.7375103734439834","0.500746887966805","0.6227385892116183","0.4526141078838174","0.6587551867219916","0.1334439834024896","0.04132780082987552","0.3498755186721991","0.5658921161825726","0.06058091286307054","0.5478008298755186","0.30539419087136926","0.025062240663900417","0.42755186721991706","0.6531120331950206","0.30323651452282163","0.5354356846473028","0.9641493775933611","0.36091286307053944","0.35883817427385895","0.6424896265560166","0.40929460580912863","0.6511203319502075","1.0","0.3379253112033195","0.9956846473029046","0.8360165975103735","0.028547717842323652"
"LIMK1","0.13791328959217805","0.09018397015309404","0.1126334748488357","0.10330631673742441","0.10330631673742441","0.07140100347356232","0.121960632960247","0.40254727904284054","0.803357776920108","0.18615721085809855","0.4049916377203139","0.4079505982246237","0.8528238775247653","1.0","0.31969638492216645","0.5515888331403577","0.19632059693811912","0.16814614691882157","0.12633474848835713","0.3490286890518461","0.12157468159011962","0.3498649170204554","0.4754277627685578","0.3104335520391097","0.274668725073974","0.08593850508169303","0.09713109481538659","0.0892834169561302","0.11539945966808182","0.08722500964878425","0.10587932587160684","0.05519104592821304","0.04232600025730091","0.07474591534799947","0.11141129551009905","0.021098674900295895","0.1878296667953171","0.19297568506368196","0.10973883957288047","0.13302457223723144","0.1756078734079506","0.054869419786440235","0.1945194905441914","0.1618422745400746","0.11790814357390968","0.1370127363952142","0.1328959217805223","0.2866332175479223","0.0802778849864917","0.2687508040653544","0.1713624083365496","0.1690467001157854","0.19252540846520003","0.07616107037179981"
"TNK1","0.13466334164588528","0.1765586034912718","0.046134663341645885","0.09600997506234413","0.11246882793017456","0.04937655860349127","0.24389027431421445","0.020698254364089775","0.028428927680798","0.13067331670822943","0.9486284289276807","1.0","0.05935162094763092","0.055860349127182046","0.013466334164588529","0.0399002493765586","0.2802992518703241","0.0912718204488778","0.01596009975062344","0.011471321695760598","0.30723192019950124","0.026184538653366583","0.04214463840399002","0.29775561097256853","0.2807980049875312","0.18653366583541148","0.401496259351621","0.18703241895261843","0.36957605985037406","0.21695760598503738","0.23840399002493767","0.0543640897755611","0.03790523690773067","0.1600997506234414","0.30274314214463843","0.12344139650872818","0.20872817955112222","0.48703241895261845","0.015461346633416459","0.29875311720698255","0.2341645885286783","0.1972568578553616","0.25187032418952615","0.4977556109725686","0.48179551122194514","0.4987531172069825","0.5695760598503741","0.24738154613466334","0.31221945137157103","0.14463840399002492","0.41695760598503734","0.2334164588528678","0.37880299251870325","0.018453865336658354"
